file,sentence
common_voice_ru_25887501.mp3,Главный урок очевиден.
common_voice_ru_25887502.mp3,Оборудование не сможет быть случайно повреждено и не сможет быть похищено
common_voice_ru_19563636.mp3,Это был насильственный раздел.
common_voice_ru_19563637.mp3,Все эти страны для достижения устойчивого мира нуждаются в особом внимании Организации Объединенных Наций.
common_voice_ru_19563638.mp3,"Ядерное оружие является источником не безопасности, а отсутствия безопасности."
common_voice_ru_19563639.mp3,Не может быть реальной реформы Организации Объединенных Наций без реформы Совета Безопасности.
common_voice_ru_19563640.mp3,Мы выступаем против безнаказанности колониального правления и диктатуры.
common_voice_ru_19563646.mp3,"Учитывая сказанное президентом Нетаньяху, похоже, что на этот раз реакция все-таки была."
common_voice_ru_19563647.mp3,Экономическое процветание и продовольственная безопасность стран зависят от состояния Мирового океана.
common_voice_ru_19563648.mp3,Первая проблема — это борьба со стихийными бедствиями и ликвидация их последствий.
common_voice_ru_19563649.mp3,"Таким образом, использование ядерной энергии в мирных целях предполагает общую ответственность."
common_voice_ru_19563650.mp3,Мы все хотим достичь устойчивого развития.
common_voice_ru_19563661.mp3,На случай беспорядков.
common_voice_ru_19563664.mp3,"Это грубая ошибка в плане административных процедур, регулирующих распределение ресурсов Организации."
common_voice_ru_19563665.mp3,Судан придает большое значение содержанию доклада о применениях ядерных технологий.
common_voice_ru_19563666.mp3,Они также покушаются на нашу национальную безопасность и угрожают ей.
common_voice_ru_19563668.mp3,"Пришло время для того, чтобы народы африканской диаспоры начали помогать себе сами."
common_voice_ru_19563669.mp3,В этой связи особое значение имеет работа Комиссии по границам континентального шельфа.
common_voice_ru_19563670.mp3,Это вызывает серьезную обеспокоенность у международного сообщества.
common_voice_ru_19563931.mp3,"Могу ли я считать, что Ассамблея постановляет принять проект решения, рекомендованный Третьим комитетом?"
common_voice_ru_19563932.mp3,"Она может скомплектовать ядерное оружие в короткий срок, буквально за одну неделю."
common_voice_ru_19563934.mp3,"Полученные результаты, безусловно, будут использованы и за его пределами."
common_voice_ru_19563935.mp3,"На сегодняшнем заседании, открывающем серию мероприятий, мы обсудим достижения кооперативов."
common_voice_ru_19563937.mp3,В ходе сегодняшних обсуждений мы будем опираться на эти два документа.
common_voice_ru_19563938.mp3,Она требует самоотверженности и упорства.
common_voice_ru_19563939.mp3,"Наше новое посольство в Джакарте призвано укреплять теплые, братские отношения с Индонезией."
common_voice_ru_19563940.mp3,Эскалация вооруженных конфликтов и вооруженное насилие подпитываются несколькими факторами.
common_voice_ru_19563946.mp3,"Вышеназванные меры — некоторые важные элементы прогресса, которого мы добились в процессе нашей демократизации."
common_voice_ru_19563947.mp3,В Дарфуре мы продолжаем спасать жизни людей и помогать сохранению мира в непростых условиях.
common_voice_ru_19563948.mp3,Обеим органам отведена соответствующая роль в поддержании международного мира и безопасности.
common_voice_ru_19563949.mp3,Мы должны работать в тесном контакте для сведения к минимуму такой возможности.
common_voice_ru_19563950.mp3,"Напротив, она искажает историю, в том числе приукрашивая и оправдывая свои преступления."
common_voice_ru_19563961.mp3,"Слово опять имеет представитель Сирийской Арабской Республики, который выступит по порядку ведения заседания."
common_voice_ru_19563963.mp3,Мы могли бы начать с более аналитических ежемесячных оценок председателей Совета.
common_voice_ru_19563965.mp3,"Во-вторых, кто является главными действующими лицами?"
common_voice_ru_19563976.mp3,Сербия готова работать со всеми членами и нечленами ради этой общей цели.
common_voice_ru_19563977.mp3,Эта концепция имеет серьезные правовые последствия для государств-членов.
common_voice_ru_19563978.mp3,Однако Организация Объединенных Наций недостаточно использовала посредничество как инструмент урегулирования конфликтов.
common_voice_ru_19563979.mp3,Несколько представителей обратились с просьбой выступить в порядке осуществления права на ответ.
common_voice_ru_19563980.mp3,Только так мы сможем восстановить доверие к практике использования атомной энергии в мирных целях.
common_voice_ru_19563982.mp3,Все это создает серьезную угрозу для самих основ нашего общества.
common_voice_ru_19563983.mp3,Тоже ты мне начальник…
common_voice_ru_19563984.mp3,"По всему континенту африканцы объявили, что они больше не позволят себе зависеть от обстоятельств."
common_voice_ru_19563985.mp3,Мы должны действовать немедленно.
common_voice_ru_19563986.mp3,"Во-первых, наша делегация имеет в виду универсальный периодический обзор и некоторые специальные процедуры."
common_voice_ru_19563987.mp3,Я хотел бы всецело поддержать замминистра секретаря Яакко Лааяву в этой работе.
common_voice_ru_19563988.mp3,"Сейчас у нас есть возможность, которой необходимо воспользоваться, пока не поздно."
common_voice_ru_19563989.mp3,Для достижения этой благородной цели нам необходима новая система глобального управления.
common_voice_ru_19563990.mp3,"Мы искренне надеемся, что все стороны выполнят свои соответствующие функции."
common_voice_ru_19563996.mp3,Лига арабских государств решительно отреагировала на происходящие в Сирии события; ее усилия следует поддержать.
common_voice_ru_19563997.mp3,Такое быстрое решение позволило Суду оперативно приступить к эффективному расследованию.
common_voice_ru_19563998.mp3,Изменение климата будет оставаться проклятьем нашей планеты.
common_voice_ru_19563999.mp3,"Бутан, Конго, Кот-д'Ивуар, Эфиопия, Казахстан, Пакистан."
common_voice_ru_19564000.mp3,Мы должны честно говорить о потенциальных проблемах и признавать свои успехи и неудачи.
common_voice_ru_19564006.mp3,Шесть процентов нашего взрослого населения страдают от диабета.
common_voice_ru_19564007.mp3,"Набор специалистов, которые никого не представляют, — это слабый первый шаг вперед."
common_voice_ru_19564008.mp3,"Страны, выступающие за это, должны действительно объединиться вокруг этого дела."
common_voice_ru_19564009.mp3,"Исполняющий обязанности Председателя: Мы заслушали всех, кто желал выступить по мотивам голосования."
common_voice_ru_19564010.mp3,Однако все осуждения ограничивались лишь региональными субъектами.
common_voice_ru_19564011.mp3,Испания с особым сочувствием относится к жертвам терроризма.
common_voice_ru_19564012.mp3,"Мы хотели бы особо подчеркнуть то значение, которое придается развитию национального потенциала."
common_voice_ru_19564014.mp3,Вклад добровольчества в социально-экономическое развитие невозможно переоценить.
common_voice_ru_19564015.mp3,Поэтому все мы должны приложить усилия в целях обеспечения его эффективности.
common_voice_ru_19564021.mp3,Финансирование Миссии Организации Объединенных Наций в Либерии.
common_voice_ru_19564022.mp3,"Это также политические вопросы, связанные с образом жизни."
common_voice_ru_19564023.mp3,Мы должны расширять авторитет государственных учреждений и восстанавливать системы предоставления услуг населению.
common_voice_ru_19564024.mp3,Для этого требуется твердое политическое руководство.
common_voice_ru_19564026.mp3,Нам предстоит еще пройти длинный путь к достижению этих широкомасштабных целей.
common_voice_ru_19564028.mp3,Кто-то должен его заменить.
common_voice_ru_19564047.mp3,Государства-члены могут рассчитывать на мою готовность выполнить данное обещание.
common_voice_ru_19564048.mp3,Благодарю посла Колумбии за ее выступление и предоставляю слово послу Чили Педро Ойярсе.
common_voice_ru_19564061.mp3,"В результате интенсивных обстрелов жители районов, подвергающихся нападению, фактически оказались в западне."
common_voice_ru_19564063.mp3,"Если же пил, то непременно нанимал музыкантов и отплясывал тропака."
common_voice_ru_19564064.mp3,Во многих странах произошли глубокие политические изменения.
common_voice_ru_19564065.mp3,Мое третье замечание касается назначения Генерального секретаря.
common_voice_ru_19564071.mp3,В этой связи Сингапур хотел бы поддержать обе эти просьбы.
common_voice_ru_19564072.mp3,"И от их серьезных последствий, к сожалению, страдает весь народ."
common_voice_ru_19564073.mp3,"Грузия является еще одной страной, которая по-прежнему требует нашего внимания."
common_voice_ru_19564074.mp3,Принцип «афганизации» является для нас приоритетным при реализации программ и проектов сотрудничества.
common_voice_ru_19564075.mp3,Именно сами государства играют главную роль в этой связи.
common_voice_ru_19564086.mp3,В настоящий момент международное сообщество переживает период неопределенности.
common_voice_ru_19564087.mp3,Это имело стратегическую значимость для стабильности в Боснии и Герцеговине.
common_voice_ru_19564088.mp3,"Однако сейчас не время для таких дискуссий; напротив, сейчас необходимо действовать."
common_voice_ru_19564090.mp3,Тимур ушел.
common_voice_ru_19564099.mp3,Однако я не вижу такой надежды для населения отдаленных районов страны.
common_voice_ru_19564101.mp3,Здесь я хотел бы передать послание промышленно развитым странам: «Не покидайте поле битвы».
common_voice_ru_19564102.mp3,"Эта книга издана не в Дамаске, она издана в Стокгольме."
common_voice_ru_19564107.mp3,Поэтому его надо реформировать.
common_voice_ru_19564108.mp3,Это позволит добиться необходимого консенсуса по этому вопросу.
common_voice_ru_29515477.mp3,Вот и нужно название выдумать.
common_voice_ru_29515536.mp3,Она знала все подробности его жизни.
common_voice_ru_29515872.mp3,"Голубчик, умоляю вас."
common_voice_ru_29515873.mp3,Но я долго не спал.
common_voice_ru_29515875.mp3,"Хотя, иногда любит."
common_voice_ru_29515937.mp3,У меня и в мыслях ничего подобного не было.
common_voice_ru_29515939.mp3,Она ни разу не вспоминала о нем всё это утро.
common_voice_ru_29515941.mp3,"Вот один, как и я, торопливо пробирается сквозь ряды и падает; вот другой, третий."
common_voice_ru_29516130.mp3,Потом качали полкового командира.
common_voice_ru_29530524.mp3,Мы...мы с тобой отважные и решительно ничего не боимся!
common_voice_ru_29530526.mp3,Левин Взял косу и стал примериваться.
common_voice_ru_29530527.mp3,Да ещё густое такое пятно... жирное. Стал подчищать и ещё больше размазал.
common_voice_ru_29530575.mp3,Пермь — красивый город
common_voice_ru_29530581.mp3,"Как хочешь, живое дело!"
common_voice_ru_29530582.mp3,Кого видят они там?
common_voice_ru_29530769.mp3,"Хотите, я чай поставлю."
common_voice_ru_29530770.mp3,"По нашему, переварено."
common_voice_ru_29530772.mp3,Добрый малый.
common_voice_ru_29680388.mp3,"Девица, не зная, что ей делать, села обратно."
common_voice_ru_29680389.mp3,"Мы слышим, как пахнет вашими сапогами."
common_voice_ru_29680390.mp3,Вдруг папа побагровел и принялся кричать.
common_voice_ru_29680444.mp3,"Я забыл, зачем я пошёл в магазин."
common_voice_ru_29680447.mp3,"Все, очевидно, сочувствовали этому, хотя из учтивости и не высказали этого."
common_voice_ru_29680453.mp3,"Кто мне мешает крикнуть, — привстать, обернуться назад и крикнуть: — Пожар!"
common_voice_ru_29680639.mp3,Оно написано карандашом на клочках и не окончено: что-то помешало.
common_voice_ru_29680640.mp3,А между мною и Вронским какое же я придумаю новое чувство?
common_voice_ru_29680641.mp3,"Она подняла чашку, отставив мизинец, и поднесла ее ко рту."
common_voice_ru_29701939.mp3,девочки
common_voice_ru_29701940.mp3,И надо сказать директору.
common_voice_ru_29701941.mp3,"Тоже спит, вероятно."
common_voice_ru_30135630.mp3,Вопрос о возможности иметь детей был давно спорный и раздражавший ее.
common_voice_ru_30135632.mp3,"И я смотрел, ища мир, но не находил его."
common_voice_ru_30135634.mp3,сказать
common_voice_ru_30135636.mp3,"И тут не я один, а все мы, сколько нас ни было, почувствовали это."
common_voice_ru_30135653.mp3,Всё это было наяву.
common_voice_ru_30135654.mp3,Почти никогда.
common_voice_ru_30135656.mp3,Белгород — лучший город
common_voice_ru_30135657.mp3,– Я встаю вместе с первым лучом солнца.
common_voice_ru_30135680.mp3,Я пришёл сюда на трубочках.
common_voice_ru_30135682.mp3,Длинна и пашиста.
common_voice_ru_30135684.mp3,И привезли в Россию.
common_voice_ru_30241726.mp3,И этот чертов управдом будет только завтра!
common_voice_ru_30241727.mp3,"Но Левин, нахмурившись, делал вид, что не замечает его руки, и вынимал вальдшнепов."
common_voice_ru_30241730.mp3,"— Мы мертвые, ложимся на живых."
common_voice_ru_30339112.mp3,Хотел бы я подпрыгнуть до четвёртого этажа!
common_voice_ru_30339114.mp3,качество
common_voice_ru_30339115.mp3,Но Степан Аркадьич остановил его.
common_voice_ru_30351151.mp3,"О, как я ненавижу его!"
common_voice_ru_30351152.mp3,"Это, конечно, верно."
common_voice_ru_30378569.mp3,"Она занята, во-первых, тем, что пишет."
common_voice_ru_30407782.mp3,"Облонский, пойдем!"
common_voice_ru_30407783.mp3,Ну и ничего.
common_voice_ru_30440168.mp3,"Что, если правду говорила Дарья Александровна?"
common_voice_ru_30440169.mp3,Она заедет за мной.
common_voice_ru_30440170.mp3,"О, Боже мой, Боже мой!"
common_voice_ru_30454137.mp3,"Всё это веселило Кити, но она не могла не быть озабоченною."
common_voice_ru_30454138.mp3,Слова Дарьи Александровны о прощении произвели в нем только досаду.
common_voice_ru_30454139.mp3,Но приезжайте после оперы.
common_voice_ru_30454141.mp3,"Должно быть, я ошибся окном."
common_voice_ru_30454143.mp3,"«Они все спали у тлеющих костров, спали спокойно, как дома на своих постелях."
common_voice_ru_30454146.mp3,"Только в три часа они настолько примирились, что могли заснуть."
common_voice_ru_35041025.mp3,"Бог дал день, Бог дал силы."
common_voice_ru_35041026.mp3,"Калугин проснулся, переменил газету, лег и заснул опять."
common_voice_ru_35041027.mp3,"Улыбаясь и выставляя свои фальшивые зубы, она встретила его, как старого друга."
common_voice_ru_35041052.mp3,"Ему нужно было это знать, чтобы, судя по этому, задать урок на день."
common_voice_ru_35041053.mp3,"Но что самое ужасное, происходят тысячи самоубийств каждый день."
common_voice_ru_35041054.mp3,"Пьяные, смешанные с полицией, солдаты стреляли в народ."
common_voice_ru_35041055.mp3,Нового утра новую дрожь встречаем у новых сомнений в бреду мы.
common_voice_ru_35041056.mp3,"Что ж, Бог даст, травы добрые."
common_voice_ru_35041137.mp3,"Медицинский факультет Сорбонны глумился над Гарвеем, открывшим кровообращение."
common_voice_ru_35041140.mp3,"Есть целые многомиллионные народы, которых изобретения и мысли гениев почти не коснулись."
common_voice_ru_35041141.mp3,Что бабе масштаб грандиозный наш?!
common_voice_ru_35041217.mp3,"И он сказал, что ему надо было ехать дать отчет об отъезде принца."
common_voice_ru_35041218.mp3,"Одно в связи с другим, надо действовать на обе стороны круга."
common_voice_ru_35041219.mp3,Мужичонка ловит её шапкой.
common_voice_ru_35041220.mp3,"Ты понимаешь, что и для меня это не может быть иначе."
common_voice_ru_35041221.mp3,"Она заметила его странное лицо, взволнованное и мрачное, и на нее нашел страх."
common_voice_ru_35041330.mp3,"Левин подал ему свою и сердито замахал жене, чтоб она ушла."
common_voice_ru_35041331.mp3,На подбородке было маленькое темное пятнышко.
common_voice_ru_35041333.mp3,Стодюймовками глоток старье расстреливай!
common_voice_ru_35041388.mp3,Масса ничего не делает преднамеренно.
common_voice_ru_35041390.mp3,"Но они отвечали, что республике химики не нужны."
common_voice_ru_35041391.mp3,"Беспроводная связь возникла не так уж и давно, но уже успела стать обыденностью."
common_voice_ru_35041393.mp3,"Вот – я, весь боль и ушиб."
common_voice_ru_35041394.mp3,По этому желанию можно было узнать потерпевшую.
common_voice_ru_35041681.mp3,"Мыши усиками шевелят, шевелят."
common_voice_ru_35041682.mp3,Анна вздохнула и опустила голову.
common_voice_ru_35041683.mp3,Они могут только описывать: «Бросали польки хризантемы ротам русских радостных солдат».
common_voice_ru_35041684.mp3,"Он раб системы и я тоже. И ты, Федя, раб системы."
common_voice_ru_35041685.mp3,За что ты можешь любить меня?
common_voice_ru_35041691.mp3,"Мы ничего не знали, что она тут же была на станции."
common_voice_ru_35041692.mp3,Исходили вёрсты торцов.
common_voice_ru_35041693.mp3,"С цветка на цветок молодым стрекозлом порхает, летает и мечется."
common_voice_ru_35041694.mp3,С одного вола двух шкур не дерут.
common_voice_ru_35041713.mp3,"Страдания, равномерно увеличиваясь, делали свое дело и приготовляли его к смерти."
common_voice_ru_35041714.mp3,"Ну, молодые люди входят к товарищу, у него обед прощальный."
common_voice_ru_35041715.mp3,Свечи кажут язычьи кончики.
common_voice_ru_35041731.mp3,Лидочка молчала и с ужасом смотрела на старичка.
common_voice_ru_35041732.mp3,"Анна Аркадьевна, тур вальса, — сказал он нагибаясь."
common_voice_ru_35041734.mp3,"Бывало и так, что некоторые из гостей оставались ночевать."
common_voice_ru_35041735.mp3,Милль ходил по улице как автомат.
common_voice_ru_35041769.mp3,"Но, как известно, либидинозная ситуация редко бывает так проста."
common_voice_ru_35041771.mp3,"Ботинки сюда нечасто привозят, поэтому они почти всегда нарасхват."
common_voice_ru_35041773.mp3,Левины жили уже третий месяц в Москве.
common_voice_ru_35041774.mp3,"Кажется – какое мне дело, что где-то в буре-мире взяли и выдумали войну?"
common_voice_ru_35041775.mp3,Кое-что я скажу тебе.
common_voice_ru_35041818.mp3,"Левин, достав из коляски свою провизию, пригласил с собою старика напиться чаю."
common_voice_ru_35041819.mp3,"Анна почувствовала, что она провалилась."
common_voice_ru_35041883.mp3,"И, очевидно, поняв их так, как хотела, она взглянула на Долли."
common_voice_ru_35041885.mp3,"Я с этими поломанными наушниками провозился столько времени, что проще купить новые, ей богу!"
common_voice_ru_35041887.mp3,"Попробуй нарисовать на этой буквице жар-птицу. Авось, что-нибудь получится! Попытка не пытка."
common_voice_ru_35041888.mp3,"Мишутка сейчас в маршрутке едет, нужно будет встретить его на остановке."
common_voice_ru_35041889.mp3,"Это казалось ему чем-то излишним, избытком, к которому он долго не мог привыкнуть."
common_voice_ru_35041892.mp3,"Левин погладил Ласку и посвистал в знак того, что можно начинать."
common_voice_ru_35041893.mp3,Университетский вопрос был очень важным событием в эту зиму в Москве.
common_voice_ru_35041895.mp3,Это тобою пролитая кровь моя льется дорогою дольней.
common_voice_ru_35041916.mp3,Две страсти эти не мешали одна другой.
common_voice_ru_35041919.mp3,Метель улеглась.
common_voice_ru_35041920.mp3,Нет! Мы молодые! Но молодости мало.
common_voice_ru_35041921.mp3,Я не могу иначе!
common_voice_ru_35041946.mp3,Бабушка ловила зайцев руками и сажала их в небольшие клеточки.
common_voice_ru_35041947.mp3,"Они ничего не поняли, вздыхали, как при всякой проповеди, — продолжал князь."
common_voice_ru_35041948.mp3,Недалеко от них ходили три спутанные лошади.
common_voice_ru_35041950.mp3,"Люди, застрявшие в космосе без еды и воды, должны попытаться передать сигнал бедствия."
common_voice_ru_35041998.mp3,Мы еще рискнем указать исходный пункт этого развития.
common_voice_ru_35042000.mp3,"Многие пользуются напостовской тряскою, с тем чтоб себя обозвать получше."
common_voice_ru_35042003.mp3,"Обратный путь был так же весел, как и путь туда."
common_voice_ru_35042046.mp3,Я люблю эту деятельность.
common_voice_ru_35042047.mp3,"Я могу это утверждать, считая единственным исключением влияние психоанализа."
common_voice_ru_35042048.mp3,Надежда сияет сердцу глупому.
common_voice_ru_35042049.mp3,"Очнувшись, Левин стал соображать, сколько скошено и сколько еще можно сделать нынче."
common_voice_ru_35042096.mp3,Такой изобретатель находится в лучших условиях.
common_voice_ru_35042097.mp3,Слышите из Берлина первый шаг трех Интернационалов?
common_voice_ru_35042099.mp3,"Я думаю, что не отстану...."
common_voice_ru_35042101.mp3,А нынче он слишком был взволнован.
common_voice_ru_35042386.mp3,Всех офицеров скакало семнадцать человек.
common_voice_ru_35042391.mp3,Вронский представил гостье доктора и управляющего.
common_voice_ru_35042392.mp3,"В лесу беспрестанно попадались березовые, разбухшие в сочной траве грибы, которые резались косами."
common_voice_ru_35042482.mp3,Петрицкий вдруг вскочил на коленки и оглянулся.
common_voice_ru_35042484.mp3,"Тебе совсем не нужно волноваться, — сказала мать."
common_voice_ru_35042486.mp3,Вдруг Николай зашевелился и начал что-то говорить.
common_voice_ru_35042487.mp3,"Но где, когда и зачем это все было, он не знал."
common_voice_ru_35042488.mp3,"Он пожал руку мужику и присел на стул, не снимая пальто и шляпы."
common_voice_ru_35042544.mp3,Но деление на молодых и старых не совпадало с делением партий.
common_voice_ru_35042545.mp3,Они видят только румяные губки из-под короткого вуаля и прекрасные маленькие ножки.
common_voice_ru_35042546.mp3,"Он сидел с молодым военным, и подле них были два перевернутые стула."
common_voice_ru_35042549.mp3,На день рождения она подарила мне шикарные наушники.
common_voice_ru_28881714.mp3,А свои труды задаром.
common_voice_ru_28881719.mp3,"Постой, Вронский, выпьем."
common_voice_ru_28881745.mp3,Яиц не было.
common_voice_ru_28881746.mp3,Купить землю?
common_voice_ru_28881761.mp3,"Ты ведь знаешь, я вчера до трёх часов не ложился, нужно было окончить."
common_voice_ru_28881763.mp3,Вы не читали их.
common_voice_ru_28881794.mp3,Не беспокойтесь!
common_voice_ru_28881799.mp3,Слава Богу!
common_voice_ru_28881818.mp3,Здесь он говорит...
common_voice_ru_28881819.mp3,"Дарья Александровна, до свиданья."
common_voice_ru_28881822.mp3,Она нагнула голову.
common_voice_ru_28881847.mp3,И она невесело засмеялась.
common_voice_ru_28881849.mp3,Этот прекрасный ребенок внушал ему только чувство гадливости и жалости.
common_voice_ru_28881850.mp3,Был ясный морозный день.
common_voice_ru_28881872.mp3,Знаменитый доктор не обиделся.
common_voice_ru_28881874.mp3,И вот я живу.
common_voice_ru_28881900.mp3,Вон другой блеет барашком.
common_voice_ru_28881901.mp3,Явное сострадание было видно в этих маленьких добрых серых глазах.
common_voice_ru_28881903.mp3,Ответа опять нет!
common_voice_ru_28881930.mp3,Доктор взялся за кофей.
common_voice_ru_28881932.mp3,Волнение и беспокойство собравшихся.
common_voice_ru_28881933.mp3,"Поди, поди!"
common_voice_ru_28881941.mp3,Он хвастался мной.
common_voice_ru_28881942.mp3,"Очень хороши, легче."
common_voice_ru_28881945.mp3,"Алексей, подойди сюда."
common_voice_ru_28881956.mp3,Надо было избавиться от этой силы.
common_voice_ru_28881958.mp3,Что это такое?
common_voice_ru_28881961.mp3,"Она говорила с осторожностью, с которой говорят только женщины у кровати близкого труднобольного человека..."
common_voice_ru_28882192.mp3,Зачем ты приехала?
common_voice_ru_28882195.mp3,Придет или нет?
common_voice_ru_28882196.mp3,Обед косцов.
common_voice_ru_28882203.mp3,Неудача Вронского.
common_voice_ru_28882204.mp3,"Не допустит жизнь, прошедшее не допустит."
common_voice_ru_28882243.mp3,– Ты плачешь?
common_voice_ru_28882244.mp3,Всего три ступеньки прибавить.
common_voice_ru_28882247.mp3,Наш милый самовар будет в восторге.
common_voice_ru_28882259.mp3,Что тебе делать?
common_voice_ru_28882260.mp3,"Да, я поеду."
common_voice_ru_28882279.mp3,"Нет, нет, есть взгляды, есть манеры."
common_voice_ru_28882280.mp3,Толстой Лев Николаевич.
common_voice_ru_28882281.mp3,"Право, пойдем!"
common_voice_ru_28882306.mp3,И что я?
common_voice_ru_28882307.mp3,Да я и хотела.
common_voice_ru_28882321.mp3,Что делать?
common_voice_ru_28882322.mp3,"Когда они подходили к платформе, мимо станции, не останавливаясь, проходил военный эшелон."
common_voice_ru_28882325.mp3,Он бонмотист большой.
common_voice_ru_28882332.mp3,Живо смахнем!
common_voice_ru_28882335.mp3,"– Но я не знаю, куда пропала Женя."
common_voice_ru_28882344.mp3,Он прочел.
common_voice_ru_28882345.mp3,Отчество
common_voice_ru_28882347.mp3,Выстрелы следовали за выстрелами.
common_voice_ru_28882353.mp3,Неделя
common_voice_ru_28882354.mp3,Прошло еще полчаса.
common_voice_ru_28882356.mp3,"Ласка, назад!"
common_voice_ru_28882364.mp3,"Ничего, ничего не нужно."
common_voice_ru_28882366.mp3,Как это?
common_voice_ru_28882367.mp3,Гордиться нечем.
common_voice_ru_19041195.mp3,"Мы поддерживаем и наших австралийского и японского коллег в том, что касается их предложений."
common_voice_ru_19041198.mp3,И в этом отношении Конференция по разоружению остается единственным многосторонним органом переговоров по разоружению.
common_voice_ru_19043430.mp3,"Авторы проекта резолюции выразили пожелание, чтобы он был принят его без голосования."
common_voice_ru_19043431.mp3,Давайте будем откровенны и признаем − мы уже отстали от графика действий.
common_voice_ru_19043432.mp3,"Ротация каждые четыре недели, я говорю это по собственному опыту, затрудняет всякую эффективную работу."
common_voice_ru_19043439.mp3,Спасибо вам сердечное.
common_voice_ru_19043440.mp3,Румыния поддерживает принятие такой программы работы в кратчайшие возможные сроки.
common_voice_ru_19043442.mp3,Заверяю вас в полном сотрудничестве и поддержке моей делегации.
common_voice_ru_19043443.mp3,"Когда вы проводите неофициальные консультации, я как представитель Генерального секретаря, не имею ничего против."
common_voice_ru_19043444.mp3,"И вот на этой ноте, господин Председатель, и позвольте мне завершить свое краткое выступление."
common_voice_ru_19043448.mp3,"Например, Бангладеш сознательно и безоговорочно сделала свой выбор и предпочла оставаться безъядерной страной."
common_voice_ru_19043450.mp3,Оно также должно учитывать подлинные первопричины этой тупиковой ситуации.
common_voice_ru_19043452.mp3,Ключевой темой Рио в следующем году будет «зеленая экономика».
common_voice_ru_19043454.mp3,"Несмотря на негативное воздействие продолжающегося мирового финансово-экономического кризиса, Узбекистан сохраняет устойчивые темпы развития."
common_voice_ru_19043456.mp3,"Мы, однако, полагаем, что в настоящее время в центр внимания нужно поставить программу работы."
common_voice_ru_19043457.mp3,Мы категорически отвергаем эти заявления.
common_voice_ru_19043468.mp3,Этот договор даст эффект и в плане борьбы с распространением.
common_voice_ru_19043470.mp3,Тупиковая ситуация сохраняется уже слишком долго.
common_voice_ru_19043474.mp3,Куба не разделяет эту оценку.
common_voice_ru_19043478.mp3,Темпы технологического развития создают серьезные вызовы для космической безопасности.
common_voice_ru_19043485.mp3,"Таков смысл ""параллельных мероприятий""."
common_voice_ru_19043488.mp3,"Это главное, что мы сделали в Африке."
common_voice_ru_19043492.mp3,Я согласна с вашим подходом и принимаю предложение.
common_voice_ru_19043494.mp3,Нынешняя сессия Комиссии по разоружению проходит после глобального экономического и финансового кризиса.
common_voice_ru_19043504.mp3,Ядерное разоружение является целью многих наших усилий.
common_voice_ru_19043506.mp3,Другие хотят запрета на производство расщепляющегося материала ядерно-оружейного назначения.
common_voice_ru_19043507.mp3,Как построить надежный механизм проверки и контроля космического оружия?
common_voice_ru_19043508.mp3,Австралия хочет видеть настоящую Конференцию вновь работающей и ведущей многосторонние переговоры по разоружению.
common_voice_ru_19043532.mp3,Комиссия Организации Объединенных Наций по разоружению призвана играть важную роль.
common_voice_ru_19043535.mp3,"Немало работы было проделано и вне Конференции, и это было очень хорошо задокументировано."
common_voice_ru_19043544.mp3,Все варианты лежат на столе.
common_voice_ru_19043545.mp3,"Такова, на мой взгляд, стоящая перед нами реальность."
common_voice_ru_19043547.mp3,В наш век глобализации использование космического пространства должно осуществляться исключительно в мирных целях.
common_voice_ru_19043548.mp3,"Рассчитываем на принятие резолюции консенсусом, как и в предыдущие годы."
common_voice_ru_19043550.mp3,Вот как все просто.
common_voice_ru_19043552.mp3,"Это национальная инициатива, и тут очевидно, что решения Конференции по разоружению не требуется."
common_voice_ru_19043555.mp3,Венесуэла всецело выступает за установление климата доверия и безопасности между всеми странами.
common_voice_ru_19043556.mp3,Мы замечаем склонность к изучению альтернативных путей для такого договора вне рамок настоящей Конференции.
common_voice_ru_19043563.mp3,Однако сложившаяся ситуация не совсем безнадежная.
common_voice_ru_19043566.mp3,"И теперь всем нам надо работать вместе, чтобы освоить искусство возможного."
common_voice_ru_19043569.mp3,"Я буду готов ориентироваться на государства-члены, и особенно на их решения."
common_voice_ru_19043570.mp3,Я хотела бы также поздравить и других членов Бюро.
common_voice_ru_19043572.mp3,Также желаю Австралии успехов в деле проведения универсального периодического обзора.
common_voice_ru_19043574.mp3,В этой связи мы приветствуем Обязательства Осло в отношении вооруженного насилия.
common_voice_ru_19043575.mp3,Наш уважаемый форум способен добиться еще очень многого.
common_voice_ru_19043577.mp3,В последние недели мы получили несколько предложений от Генерального секретаря Организации Объединенных Наций.
common_voice_ru_19043578.mp3,"К сожалению, мы и тут не можем заручиться необходимой поддержкой."
common_voice_ru_19043579.mp3,"Мы также благодарим вас, господин Председатель, за ваше сегодняшнее заявление, которое стимулирует размышления."
